hotel_id,city_id,hotel_type,basename,distance_to_center,longitude,latitude,overall_rating,impression_level,interaction_level,car_park,club_club_hotel,designer_hotel,attraction_hotel,luxury_hotel,beach_front_hotel,convention_hotel,spa_hotel,country_hotel,airport_hotel,senior_hotel,eco_friendly_hotel,party_people,business_people,honeymooners,singles,large_groups,family_hotel,gay_friendly,wifi_lobby,wifi_room
1849309,27561,Hotel,Maxime Boutique,1452,4.881388187408447,52.36031723022461,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
219663,14121,Hotel,Hotel Luxembourg,560,22.9396915435791,40.6331787109375,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,1
6970799,14121,Serviced Apartment,Kripis Studio Thessaloniki ,1045,22.95587158203125,40.64016342163086,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
7001639,27561,Home / Apartment,Vondelgarden Apartments,2768,4.8600239753723145,52.35778045654297,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1
7039947,14121,Hotel,Diamond Suites,817,22.936479568481445,40.63481903076172,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,1
15853,14257,Hotel,Best Western Plus Sunset Plaza Hotel,11790,-118.37265014648438,34.09504699707031,4,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
31959,27561,Hotel,NH Collection Krasnapolsky,451,4.892094135284424,52.37373733520508,4,10,5,1,NA,1,1,1,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1
66015,14121,Hotel,Vergina Hotel,1397,22.932605743408203,40.64159393310547,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1
77719,14121,Hotel,Minerva Premier,704,22.93950080871582,40.63819885253906,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,1
77721,14121,Hotel,Holiday Inn Thessaloniki,1321,22.93353843688965,40.64141082763672,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
77741,14121,Hotel,The Bristol Hotel,730,22.93748664855957,40.63444137573242,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1
84193,27561,Hotel,The Alfred Hotel,2434,4.87212610244751,52.35353469848633,2,3,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
84259,27561,Hotel,Mercure Hotel Amsterdam Centre Canal District,1019,4.893599987030029,52.36109924316406,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1
108209,31497,Hotel,Royal Plaza,4776,114.17296600341797,22.324094772338867,5,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
108465,31497,Hotel,City Garden Hotel,3461,114.19412994384766,22.290279388427734,4,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1
108479,31497,Hotel,The Royal Pacific Hotel & Towers,2041,114.1675033569336,22.299970626831055,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,1
108489,31497,Hotel,Bishop Lei International House,947,114.15338897705078,22.278553009033203,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,1
108755,31497,Hotel,Nathan Hotel,2973,114.17140197753906,22.307600021362305,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,1,1
15681227,14257,Hotel,Center Lake,1770,-118.27079772949219,34.061588287353516,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15806779,14257,Home / Apartment,Beautifull Studio Close To Hollywood,5182,-118.29572296142578,34.084449768066406,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16497163,14121,Hostel,Stay Hybrid Hostel,630,22.94223976135254,40.63918685913086,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16618311,14257,Hotel,Universal Inn,13985,-118.36576843261719,34.13837814331055,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6368859,31497,Hotel,Days Hk,2526,114.17459869384766,22.30171012878418,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1
1980949,31497,Hotel,Mexan Harbour,8579,114.11061096191406,22.343530654907227,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1
4416963,31497,Hotel,M1 Yau Ma Tei  ,3458,114.17033386230469,22.312480926513672,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
16227027,14121,Hotel,Studios Kapsalas Thessaloniki,1029,22.942577362060547,40.64320755004883,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1
4128015,14121,Hotel,Europa,811,22.938241958618164,40.63851547241211,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1
4175435,31497,Hotel,Delta,1934,114.17281341552734,22.29639434814453,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1
7052691,27561,Hotel, Canal House Suites at Sofitel Legend The Grand Amsterdam Hotel,92,4.895358085632324,52.37102508544922,4,1,1,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,1
4021621,14121,Serviced Apartment,Colors Budget Luxury,768,22.93865966796875,40.6382942199707,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1
4328919,27561,Hotel,Ramada Apollo Amsterdam Centre,3495,4.843999862670898,52.368133544921875,4,8,4,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,0,NA,1,NA,1,1,1
3435317,27561,Home / Apartment,Westerstraat Apt,1285,4.881810188293457,52.378265380859375,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3435425,27561,Bed & Breakfast,Hotelboat Angeline,1105,4.9105401039123535,52.3737907409668,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
3525457,27561,Hotel,The Manor Amsterdam,2434,4.926273822784424,52.35912322998047,4,4,2,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,1
3652209,14121,Hotel,Ilios,827,22.938480377197266,40.63899612426758,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,1
9783619,27561,Hotel,Library Amsterdam,829,4.906507968902588,52.37324523925781,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1
10324839,31497,Hostel,Kabayan Hostel,1903,114.17230987548828,22.296390533447266,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
11430535,14257,Hotel,Tuscan Garden Inn,2370,-118.28164672851562,34.05173873901367,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
9493379,31497,Hotel,Ukkei Inn,3411,114.17071533203125,22.311948776245117,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,1
10123143,14257,Hotel,American,1945,-118.23634338378906,34.04499053955078,NA,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1
5290339,31497,Hotel,Silverview Resort,17062,113.99677276611328,22.265472412109375,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1
16518003,14121,Home / Apartment,Dimitris House 2,1953,22.95935821533203,40.619937896728516,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7166887,27561,Hotel,a&o Amsterdam Zuidoost,7938,4.949687957763672,52.3069953918457,2,8,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1
5239575,27561,Hotel,Park Inn by Radisson Amsterdam City West,4280,4.841022968292236,52.38973617553711,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
8131423,31497,Inn,Prestige Guesthouse,1934,114.17281341552734,22.29639434814453,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
8165919,27561,Hotel,Boutique Hotel La Belle Vue,732,4.886035919189453,52.373504638671875,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8691411,27561,Hotel,OZO Hotel Amsterdam,8098,4.947687149047852,52.30476760864258,3,7,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1
8974499,14257,Hotel,Aventura,3836,-118.29756164550781,34.05204391479492,4,1,1,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,NA,NA,NA,0,NA,1,1
12203483,14257,Hotel,Hampton Inn & Suites Lax El Segundo,18779,-118.39539337158203,33.92843246459961,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12235639,14121,Hotel,Bluewave.place Thessaloniki,794,22.940631866455078,40.64015197753906,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10395495,14121,Serviced Apartment,Polis Apartments,978,22.93779945373535,40.640464782714844,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1
7617279,31497,Hostel,Tai Hao,4271,114.17073059082031,22.319921493530273,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1
7618111,14257,Serviced Apartment,Hollywood Boulevard Studio Apartment,8999,-118.33229064941406,34.10200500488281,3,1,1,1,0,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,1,NA,1,1
8360331,27561,Hotel,Amsterdam Teleport Hotel,4552,4.833139896392822,52.385459899902344,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1
8771563,31497,Hotel,M1 North Point,3883,114.1981201171875,22.291147232055664,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1
8830443,31497,Hotel,Kowloon Harbourfront  ,4423,114.17960357666016,22.318567276000977,3,2,2,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,1,1,1,NA,1,1
9455027,14257,Motel,Ramona Motel,7488,-118.33104705810547,34.02582931518555,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1
8175787,14121,Hostel,Crossroads,1321,22.959823608398438,40.6401252746582,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1
280397,14257,Hotel,La Quinta Inn & Suites LAX,15889,-118.37179565429688,33.94572448730469,2,2,2,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
298293,14257,Hotel,Knights Inn Los Angeles Central Convention Center Area,1635,-118.25373077392578,34.06610870361328,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
301603,14121,Hotel,Anatolia Hotel,1309,22.934972763061523,40.64253616333008,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,1,1
683721,14121,Hotel,Daios Luxury Living,634,22.945568084716797,40.6286735534668,5,1,1,1,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1
710561,14257,Hotel,Custom Hotel,18214,-118.41875457763672,33.95872116088867,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806191,14257,Serviced Apartment,Oakwood Toluca Hills,12709,-118.34066772460938,34.141727447509766,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1234771,14257,Hotel,Beverly Hills Plaza Hotel & Spa,15748,-118.42579650878906,34.06745147705078,4,1,1,1,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,1
1384471,31497,Hotel,Kew Green Wanchai Hong Kong,1058,114.17054748535156,22.277830123901367,4,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
1768177,31497,Hotel,Hong Kong SkyCity Marriott Hotel,22772,113.94387817382812,22.319530487060547,5,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
1843825,27561,Hotel,XO Hotels Blue Square,5150,4.8207831382751465,52.37868118286133,2,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1
1862213,14121,Hotel,Zaliki Boutique Hotel,543,22.942462921142578,40.638362884521484,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0,1,1,1
1872745,14257,Hotel,Bevonshire Lodge,9535,-118.35504150390625,34.07625198364258,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
6734985,27561,Hotel,Crane Hotel Faralda Amsterdam,3246,4.894841194152832,52.39938735961914,3,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,NA,1,1,NA,1,NA,1,1,1,1
198845,31497,Hotel,Regal Hongkong,2599,114.18659973144531,22.279300689697266,3,2,1,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,NA,1,1
198847,31497,Hotel,Regal Kowloon,2491,114.17790222167969,22.298999786376953,4,3,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1
198851,31497,Hotel,Regal Riverside Hotel,11690,114.19650268554688,22.38249969482422,3,2,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1
15875,14257,Hotel,Four Points by Sheraton Los Angeles International Airport,16582,-118.38529968261719,33.947898864746094,2,2,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
15903,14257,Hotel,Omni Los Angeles Hotel at California Plaza,503,-118.25054931640625,34.052276611328125,5,2,2,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1
15909,14257,Hotel,Holiday Inn Express & Suites Los Angeles Downtown West,1866,-118.27420806884766,34.058746337890625,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
15937,14257,Hotel,Rodeway Inn Beverly Hills,9808,-118.35812377929688,34.0762825012207,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
15939,14257,Hotel,Rodeway Inn Convention Center Los Angeles,2043,-118.278076171875,34.0506591796875,2,1,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
28193,14257,Hotel,W Los Angeles - West Beverly Hills,17331,-118.44338989257812,34.06467819213867,3,2,1,NA,NA,1,0,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,1
66011,14121,Hotel,Aegeon Hotel,860,22.93809700012207,40.63910675048828,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
77727,14121,Hotel,a.d. Imperial Palace,822,22.939422607421875,40.63971710205078,4,2,3,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,NA,1,1
84297,27561,Hotel,ibis Amsterdam Centre,1064,4.8971381187438965,52.37970733642578,3,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1
84455,27561,Hotel,Nova Hotel Amsterdam,375,4.890162944793701,52.371337890625,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1
84457,27561,Hotel,NH Amsterdam Noord,2673,4.910859107971191,52.39229965209961,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1
108233,31497,Hotel,The Harbourview ,1013,114.17110443115234,22.280189514160156,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1
108859,31497,Hotel,Metropark Hotel Kowloon,4375,114.17559814453125,22.319599151611328,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,1
112641,14257,Hotel,DoubleTree by Hilton Los Angeles Downtown,1197,-118.24299621582031,34.05046463012695,4,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,1,1
128869,14257,Hotel,Miyako Hotel Los Angeles,1460,-118.240234375,34.0496711730957,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
134159,14257,Hotel,Millennium Biltmore Hotel Los Angeles,281,-118.25379943847656,34.04970169067383,2,2,2,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,1
164769,27561,Hotel,De Bedstee,1992,4.877699851989746,52.355899810791016,5,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,1,1,1
6161957,31497,Hotel,New China Yan Yan Guesthouse Hotel,2966,114.18389892578125,22.299325942993164,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1
6308791,27561,Hotel,XO Hotels Couture,4249,4.841163158416748,52.351112365722656,5,9,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,0
4169675,14257,Hotel,Palihotel Melrose,10482,-118.36293029785156,34.083595275878906,3,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1
198819,31497,Hotel,Hong Kong Gold Coast,19931,113.99317932128906,22.371156692504883,4,2,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,1
201287,27561,Hotel,NH Museum Quarter,1388,4.88602876663208,52.359092712402344,4,8,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1
5373029,31497,Hotel,Auberge Discovery Bay Hong Kong,15128,114.01703643798828,22.307504653930664,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5546759,14121,Hotel,Colors Ladadika Central,723,22.937570571899414,40.634483337402344,5,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1
13109299,14257,Inn,Melrose Inn,5877,-118.30643463134766,34.083805084228516,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198803,31497,Hotel,"Travelodge Central, Hollywood Road ",1442,114.14796447753906,22.285585403442383,3,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,0,1,NA,0,0
198833,31497,Hotel,Marco Polo Hongkong,1625,114.168701171875,22.295499801635742,5,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
198837,31497,Hotel,Panorama By Rhombus,2173,114.17476654052734,22.29771614074707,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,0,0
201613,14121,Hotel,Nepheli,8718,23.03274917602539,40.59164047241211,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1
15895,14257,Hotel,Sheraton Grand Los Angeles,467,-118.25846862792969,34.047874450683594,4,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
15917,14257,Hotel,Travelodge Hotel at LAX Los Angeles Intl,16242,-118.3775634765625,33.945838928222656,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
15931,14257,Hotel,Hotel Bel-Air,17985,-118.44648742675781,34.08676528930664,5,1,2,1,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1
33237,31497,Resort,Silvermine Beach Resort,16839,113.99944305419922,22.261892318725586,2,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,1,1
65921,14121,Hotel,Electra Palace Thessaloniki,449,22.941024780273438,40.63323974609375,5,2,2,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,1
66019,14121,Hotel,Metropolitan Hotel,2645,22.953876495361328,40.61130905151367,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,1
77713,14121,Hotel,Queen Olga,2558,22.953968048095703,40.61212921142578,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
77735,14121,Hotel,Kinissi Palace,651,22.940305709838867,40.63819122314453,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
77747,14121,Hotel,Plaza Hotel,856,22.936063766479492,40.635257720947266,3,1,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,1,NA,1,0,1,1
84189,27561,Hotel,Mercure Hotel Amsterdam City,4057,4.9135332107543945,52.33544921875,4,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1
84587,27561,Hotel,Renaissance Amsterdam Hotel,872,4.894575119018555,52.37803268432617,4,6,3,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1
108291,31497,Hotel,The Royal Garden,2429,114.17759704589844,22.298500061035156,4,3,2,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,1
115019,14257,Hotel,Farmer's Daughter,10050,-118.36170959472656,34.0736198425293,4,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
164747,27561,Hotel,Rho,248,4.894110202789307,52.37229919433594,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4188535,31497,Hotel,Reliance Inn,1953,114.17284393310547,22.29659080505371,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
189761,14257,Hotel,The Mayfair Hotel,1078,-118.26760864257812,34.052066802978516,1,2,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,1,1,1,1,NA,NA,1,1
198839,31497,Hotel,Best Western Plus Hotel Hong Kong,2376,114.13909912109375,22.287399291992188,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
4879683,14121,Hotel,Oceanis,6523,22.947473526000977,40.57570266723633,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
4902967,27561,Hotel,Hotel Seven One Seven,909,4.885341167449951,52.36477279663086,5,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,1
5371917,31497,Hotel,Lodgewood by L’hotel Mongkok,4348,114.16647338867188,22.321300506591797,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1
5460963,14257,Home / Apartment,Hollywood Red Carpet Apartment,9476,-118.3384780883789,34.10237121582031,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
9347927,14257,Hotel,Hotel Indigo Los Angeles Downtown,923,-118.26456451416016,34.04730224609375,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,1,1
10237483,27561,Hostel,Generator Amsterdam,1907,4.9189019203186035,52.360843658447266,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1
12436359,14257,Hotel,Park Motel,5429,-118.28311920166016,34.00819778442383,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13464111,14257,Motel,Satellite Motel,14462,-118.28227233886719,33.923301696777344,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14584951,14121,Hotel,Casa Verde ,16409,23.066267013549805,40.750457763671875,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
